,gene_name,GO_index,bnumber,go_name
24295,mglC,GO:0005886,b2148,plasma membrane
24296,nuoM,GO:0009060,b2277,aerobic respiration
24297,yeeJ,GO:0030260,b1978,entry into host cell
24299,rplP,GO:0022625,b3313,cytosolic large ribosomal subunit
24300,tauC,GO:0005886,b0367,plasma membrane
24301,thiF,GO:0005737,b3992,cytoplasm
24302,mrdA,GO:0005887,b0635,integral component of plasma membrane
24303,dauA,GO:0015138,b1206,fumarate transmembrane transporter activity
24304,zapD,GO:0032153,b0102,cell division site
24305,yqiG,GO:0009279,b3046_1,cell outer membrane
24306,yliF,GO:0005886,b0834,plasma membrane
24307,bglH,GO:0015288,b3720,porin activity
24308,stpA,GO:0003681,b2669,bent DNA binding
24309,ftsY,GO:0005886,b3464,plasma membrane
24310,prfH,GO:0016149,b0236,"translation release factor activity, codon specific"
24311,recN,GO:0009432,b2616,SOS response
24312,dnaK,GO:0005737,b0014,cytoplasm
24313,gsiD,GO:0071916,b0832,dipeptide transmembrane transporter activity
24314,agaW,GO:0009401,b3134,phosphoenolpyruvate-dependent sugar phosphotransferase system
24315,ugpC,GO:0055052,b3450,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
24316,nuoE,GO:0045272,b2285,plasma membrane respiratory chain complex I
24317,yegT,GO:0005887,b2098,integral component of plasma membrane
24318,yfcG,GO:0015036,b2302,disulfide oxidoreductase activity
24319,emrD,GO:0005887,b3673,integral component of plasma membrane
24320,mdtE,GO:0015238,b3513,drug transmembrane transporter activity
24321,ssuA,GO:0042918,b0936,alkanesulfonate transport
24322,cobU,GO:0009236,b1993,cobalamin biosynthetic process
24323,codB,GO:0015209,b0336,cytosine transmembrane transporter activity
24324,galE,GO:0019388,b0759,galactose catabolic process
24325,yehD,GO:0043709,b2111,cell adhesion involved in single-species biofilm formation
24326,aroH,GO:0005737,b1704,cytoplasm
24327,frwB,GO:0009401,b3950,phosphoenolpyruvate-dependent sugar phosphotransferase system
24328,hycF,GO:0009060,b2720,aerobic respiration
24329,hscA,GO:0006986,b2526,response to unfolded protein
24332,abgA,GO:0016805,b1338,dipeptidase activity
24334,yqhD,GO:1990002,b3011,"methylglyoxal reductase (NADPH-dependent, acetol producing)"
24335,emrE,GO:0015199,b0543,amino-acid betaine transmembrane transporter activity
24336,prkB,GO:0004594,b3355,pantothenate kinase activity
24337,speF,GO:0004586,b0693,ornithine decarboxylase activity
24338,yibF,GO:0006559,b3592,L-phenylalanine catabolic process
24339,aspC,GO:0004838,b0928,L-tyrosine:2-oxoglutarate aminotransferase activity
24340,ligA,GO:0003911,b2411,DNA ligase (NAD+) activity
24341,gph,GO:0006281,b3385,DNA repair
24342,nfsB,GO:0046256,b0578,"2,4,6-trinitrotoluene catabolic process"
24343,mutS,GO:0032137,b2733,guanine/thymine mispair binding
24344,selD,GO:0016260,b1764,selenocysteine biosynthetic process
24345,glgB,GO:0003844,b3432,"1,4-alpha-glucan branching enzyme activity"
24346,mutM,GO:0019104,b3635,DNA N-glycosylase activity
24348,rplK,GO:0015934,b3983,large ribosomal subunit
24349,fdoG,GO:0009061,b3894,anaerobic respiration
24350,kup,GO:0015079,b3747,potassium ion transmembrane transporter activity
24351,yadM,GO:0043709,b0138,cell adhesion involved in single-species biofilm formation
24352,ppa,GO:0000287,b4226,magnesium ion binding
24353,truB,GO:1990481,b3166,mRNA pseudouridine synthesis
24354,idi,GO:0009240,b2889,isopentenyl diphosphate biosynthetic process
24355,moaE,GO:0030366,b0785,molybdopterin synthase activity
24356,yhaI,GO:0005886,b3104,plasma membrane
24357,pntA,GO:0005886,b1603,plasma membrane
24358,mrcB,GO:0046677,b0149,response to antibiotic
24359,atpG,GO:0046961,b3733,"proton-transporting ATPase activity, rotational mechanism"
24360,pyrF,GO:0006207,b1281,'de novo' pyrimidine nucleobase biosynthetic process
24361,atpB,GO:0005887,b3738,integral component of plasma membrane
24362,gsiC,GO:0034634,b0831,glutathione transmembrane transporter activity
24363,ispU,GO:0008834,b0174,"di-trans,poly-cis-decaprenylcistransferase activity"
24364,recQ,GO:0030894,b3822,replisome
24365,tmk,GO:0006227,b1098,dUDP biosynthetic process
24366,ybaE,GO:1904680,b0445,peptide transmembrane transporter activity
24367,appC,GO:0070069,b0978,cytochrome complex
24368,ghxQ,GO:0005345,b4464,purine nucleobase transmembrane transporter activity
24369,holC,GO:0032298,b4259,positive regulation of DNA-dependent DNA replication initiation
24370,blc,GO:0000302,b4149,response to reactive oxygen species
24371,glk,GO:0005829,b2388,cytosol
24374,ghxQ,GO:0015208,b4464,guanine transmembrane transporter activity
24376,coaE,GO:0004140,b0103,dephospho-CoA kinase activity
24377,wecE,GO:0019180,b3791,"dTDP-4-amino-4,6-dideoxygalactose transaminase activity"
24379,coaE,GO:0015937,b0103,coenzyme A biosynthetic process
24380,ligB,GO:0003911,b3647,DNA ligase (NAD+) activity
24381,fadA,GO:0006635,b3845,fatty acid beta-oxidation
24382,fdrA,GO:0009142,b0518,nucleoside triphosphate biosynthetic process
24383,acnA,GO:0006099,b1276,tricarboxylic acid cycle
24384,argD,GO:0030170,b3359,pyridoxal phosphate binding
24385,allS,GO:0003700,b0504,DNA binding transcription factor activity
24386,ybhA,GO:0016791,b0766,phosphatase activity
24387,entB,GO:0002047,b0595,phenazine biosynthetic process
24388,upp,GO:0005829,b2498,cytosol
24389,yfhL,GO:0005737,b2562,cytoplasm
24390,ahpC,GO:0042744,b0605,hydrogen peroxide catabolic process
24391,thiD,GO:0009228,b2103,thiamine biosynthetic process
24392,yfcP,GO:0009289,b2333,pilus
24393,kduI,GO:0042840,b2843,D-glucuronate catabolic process
24394,pfkA,GO:0003872,b3916,6-phosphofructokinase activity
24395,fnr,GO:0005829,b1334,cytosol
24396,dtpB,GO:0071916,b3496,dipeptide transmembrane transporter activity
24397,rtcA,GO:0003963,b4475,RNA-3'-phosphate cyclase activity
24398,gpmI,GO:0005829,b3612,cytosol
24399,radA,GO:0005829,b4389,cytosol
24400,grcA,GO:0005829,b2579,cytosol
24401,aspA,GO:0008797,b4139,aspartate ammonia-lyase activity
24402,hpt,GO:0006178,b0125,guanine salvage
24403,atpG,GO:0015986,b3733,ATP synthesis coupled proton transport
24404,zipA,GO:0032153,b2412,cell division site
24405,yhjC,GO:0003700,b3521,DNA binding transcription factor activity
24406,qorA,GO:0005737,b4051,cytoplasm
24407,truD,GO:0001522,b2745,pseudouridine synthesis
24408,oxc,GO:0033611,b2373,oxalate catabolic process
24409,ugpC,GO:0001407,b3450,glycerophosphodiester transmembrane transport
24410,ygiS,GO:1904680,b3020,peptide transmembrane transporter activity
24411,truA,GO:0009982,b2318,pseudouridine synthase activity
24412,ynfE,GO:0009055,b1587,electron transfer activity
24413,metA,GO:0008899,b4013,homoserine O-succinyltransferase activity
24414,gabT,GO:0005829,b2662,cytosol
24415,fnr,GO:0003700,b1334,DNA binding transcription factor activity
24417,phoP,GO:0000156,b1130,phosphorelay response regulator activity
24419,cirA,GO:0015344,b2155,siderophore uptake transmembrane transporter activity
24420,ybbJ,GO:0005886,b0488,plasma membrane
24421,rpsT,GO:0070181,b0023,small ribosomal subunit rRNA binding
24422,yiaY,GO:0005739,b3589,mitochondrion
24423,acnA,GO:0003994,b1276,aconitate hydratase activity
24424,eutB,GO:0046336,b2441,ethanolamine catabolic process
24425,nupX,GO:0005887,b2161,integral component of plasma membrane
24426,panE,GO:0008677,b0425,2-dehydropantoate 2-reductase activity
24427,hcp,GO:0055114,b0873,oxidation-reduction process
24428,ybhD,GO:0005737,b0768,cytoplasm
24429,argB,GO:0006526,b3959,arginine biosynthetic process
24430,rlmJ,GO:0036307,b3499,23S rRNA (adenine(2030)-N(6))-methyltransferase activity
24431,ydeT,GO:0009279,b1505,cell outer membrane
24433,manZ,GO:0009401,b1819,phosphoenolpyruvate-dependent sugar phosphotransferase system
24434,emrY,GO:0005887,b2367,integral component of plasma membrane
24435,araF,GO:0030288,b1901,outer membrane-bounded periplasmic space
24436,creB,GO:0003700,b4398,DNA binding transcription factor activity
24437,grxC,GO:0004362,b3610,glutathione-disulfide reductase activity
24438,ytfB,GO:0004222,b4206,metalloendopeptidase activity
24439,nanC,GO:0015772,b4311,oligosaccharide transport
24440,ydaM,GO:0043709,b1341,cell adhesion involved in single-species biofilm formation
24441,miaA,GO:0006400,b4171,tRNA modification
24442,ftsL,GO:0043093,b0083,FtsZ-dependent cytokinesis
24443,nuoK,GO:0045272,b2279,plasma membrane respiratory chain complex I
24444,pitB,GO:0035435,b2987,phosphate ion transmembrane transport
24445,ihfB,GO:0005829,b0912,cytosol
24446,folE,GO:0005737,b2153,cytoplasm
24447,moaE,GO:0032324,b0785,molybdopterin cofactor biosynthetic process
24448,pyrB,GO:0005829,b4245,cytosol
24449,ydeS,GO:0043711,b1504,pilus organization
24450,rssB,GO:0003700,b1235,DNA binding transcription factor activity
24451,adhE,GO:0004022,b1241,alcohol dehydrogenase (NAD) activity
24452,lysO,GO:0005886,b0874,plasma membrane
24453,dnaA,GO:0006270,b3702,DNA replication initiation
24454,truC,GO:0009451,b2791,RNA modification
24455,smrA,GO:0004520,b1340,endodeoxyribonuclease activity
24456,hmp,GO:0046210,b2552,nitric oxide catabolic process
24457,fdrA,GO:0005829,b0518,cytosol
24458,elfA,GO:0007155,b0938,cell adhesion
24459,mutS,GO:0003684,b2733,damaged DNA binding
24460,ispG,GO:0019288,b2515,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
24461,adiA,GO:0030170,b4117,pyridoxal phosphate binding
24462,yiiD,GO:0016747,b3888,"transferase activity, transferring acyl groups other than amino-acyl groups"
24463,rplJ,GO:0015934,b3985,large ribosomal subunit
24464,btuB,GO:0033214,b3966,iron assimilation by chelation and transport
24465,rarA,GO:0006310,b0892,DNA recombination
24466,alaS,GO:0005524,b2697,ATP binding
24467,sdhC,GO:0009055,b0721,electron transfer activity
24468,leuE,GO:0042968,b1798,homoserine transport
24469,wzzB,GO:0004713,b2027,protein tyrosine kinase activity
24470,prr,GO:0033737,b1444,1-pyrroline dehydrogenase activity
24471,ftnA,GO:0006979,b1905,response to oxidative stress
24472,alaS,GO:0016597,b2697,amino acid binding
24473,glnP,GO:0005886,b0810,plasma membrane
24474,brnQ,GO:0015818,b0401,isoleucine transport
24475,ybeD,GO:0005829,b0631,cytosol
24476,hns,GO:0000976,b1237,transcription regulatory region sequence-specific DNA binding
24477,fimH,GO:0007155,b4320,cell adhesion
24478,gmd,GO:0019673,b2053,GDP-mannose metabolic process
24479,msrQ,GO:0010181,b1972,FMN binding
24480,gluQ,GO:0005829,b0144,cytosol
24481,xapA,GO:0005737,b2407,cytoplasm
24482,cpxP,GO:0051082,b4484,unfolded protein binding
24483,uxuA,GO:0042840,b4322,D-glucuronate catabolic process
24484,dnaQ,GO:0044776,b0215,"DNA polymerase III, core complex"
24485,agaI,GO:0005829,b3141,cytosol
24486,yihS,GO:0061593,b3880,sulfoquinovose isomerase activity
24487,fdrA,GO:0006104,b0518,succinyl-CoA metabolic process
24488,acrE,GO:0046677,b3265,response to antibiotic
24489,fryC,GO:0005886,b2386,plasma membrane
24491,ileS,GO:0004822,b0026,isoleucine-tRNA ligase activity
24492,panC,GO:0005829,b0133,cytosol
24493,mutT,GO:0044715,b0099,8-oxo-dGDP phosphatase activity
24494,livG,GO:0042941,b3455,D-alanine transport
24495,dsdA,GO:0008721,b2366,D-serine ammonia-lyase activity
24496,mraY,GO:0005887,b0087,integral component of plasma membrane
24497,pgk,GO:0004618,b2926,phosphoglycerate kinase activity
24498,def,GO:0018206,b3287,peptidyl-methionine modification
24499,rpoA,GO:0005737,b3295,cytoplasm
24500,mdoD,GO:0030288,b1424,outer membrane-bounded periplasmic space
24501,rlmF,GO:0052907,b0807,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
24502,yqeF,GO:0003988,b2844,acetyl-CoA C-acyltransferase activity
24503,yicG,GO:0005886,b3646,plasma membrane
24504,elfA,GO:0009289,b0938,pilus
24506,phoR,GO:0000155,b0400,phosphorelay sensor kinase activity
24507,paaJ,GO:0003988,b1397,acetyl-CoA C-acyltransferase activity
24508,trpGD,GO:0004048,b1263,anthranilate phosphoribosyltransferase activity
24509,avtA,GO:0008483,b3572,transaminase activity
24510,nudC,GO:0006734,b3996,NADH metabolic process
24511,dtpC,GO:0071916,b4130,dipeptide transmembrane transporter activity
24512,hscC,GO:0005737,b0650,cytoplasm
24513,atpA,GO:0022900,b3734,electron transport chain
24514,rpsQ,GO:0022627,b3311,cytosolic small ribosomal subunit
24515,sdhD,GO:0009055,b0722,electron transfer activity
24516,aceK,GO:0008772,b4016,[isocitrate dehydrogenase (NADP+)] kinase activity
24517,moaB,GO:0005829,b0782,cytosol
24518,allB,GO:0006145,b0512,purine nucleobase catabolic process
24519,narG,GO:0016020,b1224,membrane
24520,lpxB,GO:0009245,b0182,lipid A biosynthetic process
24521,truB,GO:0006400,b3166,tRNA modification
24522,alkA,GO:0008725,b2068,DNA-3-methyladenine glycosylase activity
24523,frlB,GO:0006047,b3371,UDP-N-acetylglucosamine metabolic process
24524,yjfF,GO:0016021,b4231,integral component of membrane
24526,qseC,GO:0000160,b3026,phosphorelay signal transduction system
24527,ribA,GO:0009231,b1277,riboflavin biosynthetic process
24528,panB,GO:0015940,b0134,pantothenate biosynthetic process
24529,livM,GO:0015803,b3456,branched-chain amino acid transport
24530,metF,GO:0004489,b3941,methylenetetrahydrofolate reductase (NAD(P)H) activity
24531,creB,GO:0000976,b4398,transcription regulatory region sequence-specific DNA binding
24532,folX,GO:0008719,b2303,dihydroneopterin triphosphate 2'-epimerase activity
24533,ddlA,GO:0008716,b0381,D-alanine-D-alanine ligase activity
24534,sgcE,GO:0009052,b4301,"pentose-phosphate shunt, non-oxidative branch"
24536,cysJ,GO:0050660,b2764,flavin adenine dinucleotide binding
24537,lplA,GO:0005739,b4386,mitochondrion
24538,kdsC,GO:0008781,b3198,N-acylneuraminate cytidylyltransferase activity
24539,fepA,GO:0031230,b0584,intrinsic component of cell outer membrane
24540,nagA,GO:0008448,b0677,N-acetylglucosamine-6-phosphate deacetylase activity
24541,skp,GO:0050821,b0178,protein stabilization
24542,qorA,GO:0034599,b4051,cellular response to oxidative stress
24543,yjjX,GO:0017111,b4394,nucleoside-triphosphatase activity
24544,gpt,GO:0004422,b0238,hypoxanthine phosphoribosyltransferase activity
24545,ygaV,GO:0006355,b2667,"regulation of transcription, DNA-templated"
24546,rihB,GO:0008477,b2162,purine nucleosidase activity
24547,livF,GO:0015658,b3454,branched-chain amino acid transmembrane transporter activity
24548,yfcP,GO:0043709,b2333,cell adhesion involved in single-species biofilm formation
24549,aroK,GO:0004765,b3390,shikimate kinase activity
24550,tolR,GO:0005887,b0738,integral component of plasma membrane
24551,msbA,GO:0042626,b0914,"ATPase activity, coupled to transmembrane movement of substances"
24552,rna,GO:0006401,b0611,RNA catabolic process
24553,pyrD,GO:0005886,b0945,plasma membrane
24554,yehB,GO:0015473,b2109,fimbrial usher porin activity
24555,ssuC,GO:0042918,b0934,alkanesulfonate transport
24556,nlpD,GO:0001896,b2742,autolysis
24557,hscA,GO:0042026,b2526,protein refolding
24558,rpsL,GO:0006412,b3342,translation
24559,xapB,GO:0015212,b2406,cytidine transmembrane transporter activity
24560,allS,GO:0006355,b0504,"regulation of transcription, DNA-templated"
24561,sugE,GO:0015238,b4148,drug transmembrane transporter activity
24562,pepN,GO:0004177,b0932,aminopeptidase activity
24563,panB,GO:0000287,b0134,magnesium ion binding
24564,dppA,GO:0042938,b3544,dipeptide transport
24565,yghO,GO:0006355,b2981,"regulation of transcription, DNA-templated"
24566,nudC,GO:0019677,b3996,NAD catabolic process
24567,yjiG,GO:0005886,b4329,plasma membrane
24568,pgk,GO:0006096,b2926,glycolytic process
24569,ydhC,GO:0006855,b1660,drug transmembrane transport
24570,hofC,GO:0005886,b0106,plasma membrane
24571,yjiY,GO:0005887,b4354,integral component of plasma membrane
24572,yeiL,GO:0003700,b2163,DNA binding transcription factor activity
24573,secA,GO:0015462,b0098,ATPase-coupled protein transmembrane transporter activity
24574,pfkB,GO:0008443,b1723,phosphofructokinase activity
24575,fimF,GO:0007155,b4318,cell adhesion
24576,abgB,GO:0016805,b1337,dipeptidase activity
24577,tig,GO:0051083,b0436,'de novo' cotranslational protein folding
24578,argH,GO:0004056,b3960,argininosuccinate lyase activity
24579,cdsA,GO:0016024,b0175,CDP-diacylglycerol biosynthetic process
24580,dtd,GO:0005737,b3887,cytoplasm
24581,mntR,GO:0000976,b0817,transcription regulatory region sequence-specific DNA binding
24582,mrdB,GO:0005887,b0634,integral component of plasma membrane
24583,rutG,GO:0015210,b1006,uracil transmembrane transporter activity
24584,yeiI,GO:0050225,b2160,pseudouridine kinase activity
24586,abgA,GO:0071713,b1338,para-aminobenzoyl-glutamate hydrolase activity
24587,sspB,GO:0045732,b3228,positive regulation of protein catabolic process
24588,mnmC,GO:0005737,b2324,cytoplasm
24589,rpoH,GO:0005829,b3461,cytosol
24590,prmC,GO:0018364,b1212,peptidyl-glutamine methylation
24591,livG,GO:0098713,b3455,leucine import across plasma membrane
24592,dnaA,GO:0005886,b3702,plasma membrane
24593,nupX,GO:1901642,b2161,nucleoside transmembrane transport
24594,selD,GO:0070329,b1764,tRNA seleno-modification
24595,nudK,GO:0006753,b2467,nucleoside phosphate metabolic process
24596,argH,GO:0042450,b3960,arginine biosynthetic process via ornithine
24597,ompL,GO:0015288,b3875,porin activity
24598,ddpA,GO:1904680,b1487,peptide transmembrane transporter activity
24599,artM,GO:0005886,b0861,plasma membrane
24600,yegH,GO:0005886,b2063,plasma membrane
24601,ynaK,GO:0005694,b1365,chromosome
24602,spy,GO:1990507,b1743,ATP-independent chaperone mediated protein folding
24603,yceF,GO:0047429,b1087,nucleoside-triphosphate diphosphatase activity
24604,yadD,GO:0006310,b0132,DNA recombination
24605,glnS,GO:0005829,b0680,cytosol
24606,frlB,GO:0006002,b3371,fructose 6-phosphate metabolic process
24607,aroC,GO:0005829,b2329,cytosol
24608,dnaK,GO:0042623,b0014,"ATPase activity, coupled"
24609,alsC,GO:0005886,b4086,plasma membrane
24610,sdhE,GO:0006105,b2897,succinate metabolic process
24611,recF,GO:0000731,b3700,DNA synthesis involved in DNA repair
24612,ghrB,GO:0030267,b3553,glyoxylate reductase (NADP) activity
24613,hyfH,GO:0045272,b2488,plasma membrane respiratory chain complex I
24614,plsB,GO:0004366,b4041,glycerol-3-phosphate O-acyltransferase activity
24615,yciA,GO:0006637,b1253,acyl-CoA metabolic process
24616,nlpD,GO:0032153,b2742,cell division site
24618,ptsN,GO:0030295,b3204,protein kinase activator activity
24619,rihA,GO:0006152,b0651,purine nucleoside catabolic process
24620,menA,GO:0005886,b3930,plasma membrane
24621,dnaK,GO:0005524,b0014,ATP binding
24622,yidK,GO:0016021,b3679,integral component of membrane
