,gene_name,product,start,stop,strand,operon,length,cog
b4224,chpS,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,4448447,4448698,+,chpB;chpS,252,Transcription
b4225,chpB,endoribonuclease toxin ChpB,4448692,4449042,+,chpB;chpS,351,Signal transduction mechanisms
b4226,ppa,inorganic pyrophosphatase,4449122,4449652,-,ppa,531,Energy production and conversion
b4227,ytfQ,galactofuranose ABC transporter periplasmic binding protein,4449962,4450918,+,yjfF;ytfT;ytfR;ytfQ,957,Carbohydrate transport and metabolism
b4230,ytfT,galactofuranose ABC transporter putative membrane subunit YtfT,4452571,4453596,+,yjfF;ytfT;ytfR;ytfQ,1026,Function unknown
b4231,yjfF,galactofuranose ABC transporter putative membrane subunit YjtF,4453583,4454578,+,yjfF;ytfT;ytfR;ytfQ,996,Carbohydrate transport and metabolism
b4232,fbp,"fructose-1,6-bisphosphatase 1",4454611,4455609,-,fbp,999,Carbohydrate transport and metabolism
b4233,mpl,"UDP-<i>N</i>-acetylmuramate&mdash;L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate ligase",4455785,4457158,+,mpl,1374,Cell wall/membrane/envelope biogenesis
b4234,yjgA,DUF615 domain-containing protein YjgA,4457314,4457865,-,yjgA,552,Function unknown
b4235,pmbA,metalloprotease PmbA,4457959,4459311,+,pmbA,1353,Function unknown
b4236,cybC,,4459488,4459855,+,cybC,368,No COG Annotation
b4237,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein,4459900,4460364,-,nrdG;nrdD,465,"Posttranslational modification, protein turnover, chaperones"
b4238,nrdD,anaerobic ribonucleoside-triphosphate reductase,4460522,4462660,-,nrdG;nrdD,2139,Nucleotide transport and metabolism
b4239,treC,TRE6PHYDRO-MONOMER,4463054,4464709,-,treC;treB,1656,Carbohydrate transport and metabolism
b4240,treB,trehalose-specific PTS enzyme IIBC component,4464759,4466180,-,treC;treB,1422,Carbohydrate transport and metabolism
b4241,treR,DNA-binding transcriptional repressor TreR,4466299,4467246,-,treR,948,Transcription
b4242,mgtA,Mg<sup>2+</sup> importing P-type ATPase,4467625,4470321,+,mgtL;mgtA,2697,Inorganic ion transport and metabolism
b4243,ridA,"enamine/imine deaminase, redox-regulated chaperone",4470527,4470913,-,ridA,387,"Translation, ribosomal structure and biogenesis"
b4244,pyrI,"aspartate carbamoyltransferase, PyrI subunit",4470986,4471447,-,pyrL;pyrI;pyrB,462,Nucleotide transport and metabolism
b4245,pyrB,aspartate carbamoyltransferase catalytic subunit,4471460,4472395,-,pyrL;pyrI;pyrB,936,Nucleotide transport and metabolism
b4246,pyrL,<i>pyrBI</i> operon leader peptide,4472399,4472533,-,pyrL;pyrI;pyrB,135,No COG Annotation
b4248,yjgH,RutC family protein YjgH,4472814,4473209,-,yjgH,396,"Translation, ribosomal structure and biogenesis"
b4249,bdcA,c-di-GMP-binding biofilm dispersal mediator protein,4473340,4474053,-,bdcA,714,Function unknown
b4251,bdcR,putative transcriptional regulator BdcR,4474124,4474717,+,bdcR,594,Transcription
b4252,tabA,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,4474862,4475314,+,tabA,453,Carbohydrate transport and metabolism
b4253,yjgL,protein YjgL,4475437,4477251,+,yjgL,1815,No COG Annotation
b4254,argI,ornithine carbamoyltransferase ArgI,4477307,4478311,-,argI,1005,Amino acid transport and metabolism
b4255,rraB,ribonuclease E inhibitor protein B,4478473,4478889,+,rraB,417,Function unknown
b4256,yjgM,putative acetyltransferase YjgM,4479034,4479537,-,yjgM,504,Function unknown
b4257,yjgN,inner membrane protein YjgN,4479730,4480926,+,yjgN,1197,Function unknown
b4258,valS,valine&mdash;tRNA ligase,4480982,4483837,-,valS;holC,2856,"Translation, ribosomal structure and biogenesis"
b4259,holC,DNA polymerase III subunit &chi;,4483837,4484280,-,valS;holC,444,"Replication, recombination and repair"
b4260,pepA,aminopeptidase A/I,4484440,4485951,-,pepA,1512,Amino acid transport and metabolism
b4261,lptF,lipopolysaccharide transport system protein LptF,4486218,4487318,+,lptG;lptF,1101,Function unknown
b4262,lptG,lipopolysaccharide transport system protein LptG,4487318,4488400,+,lptG;lptF,1083,Function unknown
b4263,yjgR,DUF853 domain-containing protein YjgR,4488561,4490063,-,yjgR,1503,Function unknown
b4264,idnR,DNA-binding transcriptional dual regulator IdnR,4490141,4491139,-,idnR;idnT;idnO;idnD,999,Transcription
b4265,idnT,L-idonate/5-ketogluconate/gluconate transporter,4491206,4492525,-,idnR;idnT;idnO;idnD,1320,Amino acid transport and metabolism
b4266,idnO,5-keto-D-gluconate 5-reductase,4492587,4493351,-,idnR;idnT;idnO;idnD,765,Function unknown
b4267,idnD,IDONDEHYD-MONOMER,4493375,4494406,-,idnR;idnT;idnO;idnD,1032,Amino acid transport and metabolism
b4268,idnK,"D-gluconate kinase, thermosensitive",4494623,4495186,+,idnK,564,Carbohydrate transport and metabolism
b4269,ahr,"aldehyde reductase, NADPH-dependent",4495190,4496209,-,ahr,1020,Energy production and conversion
b4271,intB,KpLE2 phage-like element; putative integrase,4496750,4497940,+,intB,1191,No COG Annotation
b4277,yjgZ,KpLE2 phage-like element; uncharacterized protein YjgZ,4501260,4501589,+,yjgZ,330,No COG Annotation
b4279,yjhB,putative sialic acid transporter,4504058,4505275,+,yjhC;yjhB,1218,Carbohydrate transport and metabolism
b4280,yjhC,KpLE2 phage-like element; putative oxidoreductase YjhC,4505287,4506405,+,yjhC;yjhB,1119,Function unknown
b4281,yjhD,KpLE2 phage-like element; surface adhesin E-like protein,4506626,4506856,-,yjhD,231,No COG Annotation
b4282,yjhE,KpLE2 phage-like element; putative membrane protein (pseudogene),4506861,4507109,+,yjhE,249,No COG Annotation
b4286,yjhV,KpLE2 phage-like element; putative uncharacterized protein YjhV,4509804,4510133,+,yjhV,330,No COG Annotation
b4287,fecE,ferric citrate ABC transporter ATP binding subunit,4510690,4511457,-,fecE;fecD;fecC;fecB;fecA,768,Inorganic ion transport and metabolism
b4288,fecD,ferric citrate ABC transporter membrane subunit FecD,4511458,4512414,-,fecE;fecD;fecC;fecB;fecA,957,Inorganic ion transport and metabolism
b4289,fecC,ferric citrate ABC transporter membrane subunit FecC,4512411,4513409,-,fecE;fecD;fecC;fecB;fecA,999,Inorganic ion transport and metabolism
b4290,fecB,ferric citrate ABC transporter periplasmic binding protein,4513406,4514308,-,fecE;fecD;fecC;fecB;fecA,903,No COG Annotation
b4291,fecA,ferric citrate outer membrane transporter,4514353,4516677,-,fecE;fecD;fecC;fecB;fecA,2325,Inorganic ion transport and metabolism
b4292,fecR,"regulator for fec operon, periplasmic",4516764,4517717,-,fecR;fecI,954,Signal transduction mechanisms
b4293,fecI,RNA polymerase sigma factor FecI,4517714,4518235,-,fecR;fecI,522,Transcription
b4294,insA-7,KpLE2 phage-like element; IS1 repressor protein InsA,4518527,4518802,+,insA-7,276,"Replication, recombination and repair"
b4295,yjhU,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,4519338,4520324,-,yjhU,987,Transcription
b4296,yjhF,KpLE2 phage-like element; putative transporter YjhF,4520671,4522020,-,yjhF,1350,Amino acid transport and metabolism
b4297,yjhG,KpLE2 phage-like element; D-xylonate dehydratase,4522127,4524094,-,yjhI;yjhH;yjhG,1968,Amino acid transport and metabolism
b4298,yjhH,KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase,4524105,4525010,-,yjhI;yjhH;yjhG,906,Amino acid transport and metabolism
b4299,yjhI,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,4525015,4525803,-,yjhI;yjhH;yjhG,789,No COG Annotation
b4300,sgcR,KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR,4526106,4526888,-,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR,783,Transcription
b4301,sgcE,KpLE2 phage-like element; putative epimerase SgcE,4526905,4527537,-,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR,633,Carbohydrate transport and metabolism
b4302,sgcA,putative PTS enzyme IIA component SgcA,4527549,4527980,-,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR,432,Carbohydrate transport and metabolism
b4303,sgcQ,KpLE2 phage-like element; putative nucleoside triphosphatase,4528111,4528917,-,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR,807,Function unknown
b4304,sgcC,putative PTS enzyme IIC component SgcC,4528930,4530243,-,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR,1314,Carbohydrate transport and metabolism
b4305,sgcX,KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain,4530530,4531651,-,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR,1122,Amino acid transport and metabolism
b4306,yjhP,KpLE2 phage-like element; putative methyltransferase YjhP,4532437,4533183,-,yjhP,747,Function unknown
b4307,yjhQ,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,4533239,4533784,-,topAI;yjhQ,546,Function unknown
b4308_1,yjhR,KpLE2 phage-like element; PLD-like domain-containing protein YjhR,4535015,4536031,+,yjhR,1017,No COG Annotation
b4309,nanS,<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate esterase,4536614,4537594,-,nanS;nanM;nanC,981,No COG Annotation
b4310,nanM,<i>N</i>-acetylneuraminate mutarotase,4537659,4538765,-,nanS;nanM;nanC,1107,Function unknown
b4311,nanC,<i>N</i>-acetylneuraminic acid outer membrane channel,4538785,4539501,-,nanS;nanM;nanC,717,Carbohydrate transport and metabolism
b4312,fimB,regulator for fimA,4540957,4541559,+,fimB,603,"Replication, recombination and repair"
b4313,fimE,regulator for fimA,4542037,4542633,+,fimE,597,"Replication, recombination and repair"
b4314,fimA,type 1 fimbriae major subunit,4543115,4543663,+,fimD;fimH;fimG;fimF;fimC;fimI;fimA,549,Function unknown
b4316,fimC,type 1 fimbriae periplasmic chaperone,4544304,4545029,+,fimD;fimH;fimG;fimF;fimC;fimI;fimA,726,"Posttranslational modification, protein turnover, chaperones"
b4317,fimD,type I fimbriae usher protein,4545096,4547732,+,fimD;fimH;fimG;fimF;fimC;fimI;fimA,2637,Cell wall/membrane/envelope biogenesis
b4318,fimF,type 1 fimbriae minor subunit FimF,4547742,4548272,+,fimD;fimH;fimG;fimF;fimC;fimI;fimA,531,Function unknown
b4319,fimG,type 1 fimbriae minor subunit FimG,4548285,4548788,+,fimD;fimH;fimG;fimF;fimC;fimI;fimA,504,Function unknown
b4320,fimH,type 1 fimbriae D-mannose specific adhesin,4548808,4549710,+,fimD;fimH;fimG;fimF;fimC;fimI;fimA,903,Function unknown
b4321,gntP,fructuronate transporter,4549953,4551296,-,gntP,1344,Amino acid transport and metabolism
b4322,uxuA,MANNONDEHYDRAT-MONOMER,4551636,4552820,+,uxuB;uxuA,1185,Carbohydrate transport and metabolism
b4323,uxuB,MANNONOXIDOREDUCT-MONOMER,4552901,4554361,+,uxuB;uxuA,1461,Carbohydrate transport and metabolism
b4324,uxuR,DNA-binding transcriptional repressor UxuR,4554576,4555349,+,uxuR,774,Transcription
b4325,yjiC,uncharacterized protein YjiC,4555490,4556320,-,yjiC,831,No COG Annotation
b4326,iraD,"anti-adaptor protein IraD, inhibitor of &sigma;<sup>S</sup> proteolysis",4556993,4557385,+,idlP;ytiD;ytiC;iraD,393,Transcription
b4328,iadA,isoaspartyl dipeptidase,4558354,4559526,-,yjiH;yjiG;iadA,1173,Function unknown
b4329,yjiG,Gate family protein YjiG,4559539,4560000,-,yjiH;yjiG;iadA,462,Function unknown
b4330,yjiH,Gate family protein YjiH,4559997,4560680,-,yjiH;yjiG;iadA,684,Function unknown
b4331,kptA,RNA 2'-phosphotransferase,4560930,4561484,+,kptA,555,"Translation, ribosomal structure and biogenesis"
b4332,yjiJ,putative transporter YjiJ,4561497,4562675,-,yjiJ,1179,Carbohydrate transport and metabolism
b4333,yjiK,uncharacterized protein YjiK,4562743,4563603,-,yjiK,861,Function unknown
b4334,yjiL,"putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase",4563922,4564689,-,yjiM;yjiL,768,Lipid transport and metabolism
b4335,yjiM,putative dehydratase subunit,4564699,4565850,-,yjiM;yjiL,1152,Amino acid transport and metabolism
b4336,yjiN,DUF445 domain-containing protein YjiN,4565966,4567246,-,mdtM;yjiN,1281,Function unknown
b4337,mdtM,multidrug efflux pump / bile salt:H<sup>+</sup> antiporter / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter,4567287,4568519,-,mdtM;yjiN,1233,Carbohydrate transport and metabolism
b4340,yjiR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,4570162,4571574,-,yjiR,1413,Transcription
b4341,yjiS,DUF1127 domain-containing protein YjiS,4571751,4571915,+,yjiS,165,Function unknown
b4342,yjiT,putative uncharacterized protein YjiT,4572414,4573931,+,yjiT,1518,No COG Annotation
b4345,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,4576912,4577958,-,mcrC;mcrB,1047,Defense mechanisms
b4346,mcrB,5-methylcytosine-specific restriction enzyme subunit McrB,4577958,4579337,-,mcrC;mcrB,1380,Defense mechanisms
b4347,symE,toxic protein SymE,4579499,4579840,-,symE,342,"Translation, ribosomal structure and biogenesis"
b4348,hsdS,type I restriction enzyme EcoKI specificity protein,4580068,4581462,-,hsdS;hsdM;hsdR,1395,Defense mechanisms
b4349,hsdM,type I restriction enzyme EcoKI methyltransferase component,4581459,4583048,-,hsdS;hsdM;hsdR,1590,Defense mechanisms
b4350,hsdR,type I restriction enzyme EcoKI endonuclease component,4583249,4586761,-,hsdS;hsdM;hsdR,3513,Defense mechanisms
b4351,mrr,methylated adenine and cytosine restriction protein,4586949,4587863,+,mrr,915,Defense mechanisms
b4352,yjiA,P-loop guanosine triphosphatase YjiA,4587909,4588865,-,yjiX;yjiA,957,Function unknown
b4353,yjiX,PF04328 family protein YjiX,4588876,4589079,-,yjiX;yjiA,204,Function unknown
b4354,btsT,pyruvate:H<sup>+</sup> symporter,4589129,4591279,-,btsT,2151,Signal transduction mechanisms
b4355,tsr,methyl-accepting chemotaxis protein Tsr,4591657,4593312,+,tsr,1656,Function unknown
b4356,lgoT,YJIZ-MONOMER,4593361,4594722,-,lgoT,1362,Carbohydrate transport and metabolism
b4357,lgoR,putative DNA-binding transcriptional regulator LgoR,4594937,4595851,-,lgoR,915,Transcription
b4358,lgoD,L-galactonate oxidoreductase,4595990,4597012,+,lgoD,1023,Amino acid transport and metabolism
b4359,opgB,"phosphoglycerol transferase II // ""phosphoglycerol transferase I""",4597150,4599441,-,opgB,2292,Cell wall/membrane/envelope biogenesis
b4360,yjjA,DUF2501 domain-containing protein YjjA,4599695,4600189,-,yjjA;dnaC;dnaT;yjjB,495,Function unknown
b4361,dnaC,DNA replication protein DnaC,4600238,4600975,-,dnaC;dnaT;yjjB;yjjA,738,"Replication, recombination and repair"
b4362,dnaT,primosomal protein DnaT,4600978,4601517,-,dnaC;dnaT;yjjB;yjjA,540,"Replication, recombination and repair"
b4363,yjjB,putative succinate exporter YjjB,4601624,4602097,-,dnaC;dnaT;yjjB;yjjA,474,Function unknown
b4364,yjjP,putative succinate exporter YjjP,4602088,4602858,-,yjjP,771,Function unknown
b4365,yjjQ,DNA-binding transcriptional repressor YjjQ,4603477,4604202,+,bglJ;yjjQ,726,Transcription
b4366,bglJ,DNA-binding transcriptional regulator BglJ,4604160,4604837,+,bglJ;yjjQ,678,Signal transduction mechanisms
b4367,fhuF,hydroxamate siderophore iron reductase,4604875,4605663,-,fhuF,789,Function unknown
b4371,rsmC,16S rRNA m<sup>2</sup>G1207 methyltransferase,4606669,4607700,-,rsmC,1032,"Translation, ribosomal structure and biogenesis"
b4372,holD,DNA polymerase III subunit &psi;,4607803,4608216,+,yjjG;rimI;holD,414,"Replication, recombination and repair"
b4373,rimI,protein <i>N</i>-acetyltransferase RimI,4608185,4608631,+,yjjG;rimI;holD,447,Function unknown
b4374,yjjG,pyrimidine 5'-nucleotidase YjjG,4608646,4609323,+,yjjG;rimI;holD,678,Function unknown
b4375,prfC,peptide chain release factor RF3,4609414,4611003,+,prfC,1590,"Translation, ribosomal structure and biogenesis"
b4376,osmY,periplasmic chaperone OsmY,4611396,4612001,+,osmY,606,Function unknown
b4377,yjjU,putative patatin-like phospholipase YjjU,4612411,4613484,+,yjjV;yjjU,1074,Function unknown
b4378,yjjV,putative DNase YjjV,4613481,4614260,+,yjjV;yjjU,780,"Replication, recombination and repair"
b4379,yjjW,putative glycyl-radical enzyme activating enzyme YjjW,4614680,4615543,-,yjjW,864,"Posttranslational modification, protein turnover, chaperones"
b4380,yjjI,DUF3029 domain-containing protein YjjI,4615515,4617065,-,yjjI,1551,No COG Annotation
b4381,deoC,DEOXYRIBOSE-P-ALD-MONOMER,4617323,4618102,+,deoC;deoA;deoB;deoD,780,Nucleotide transport and metabolism
b4382,deoA,thymidine phosphorylase,4618229,4619551,+,deoD;deoB;deoA;deoC,1323,Nucleotide transport and metabolism
b4383,deoB,phosphopentomutase,4619603,4620826,+,deoD;deoB;deoA;deoC,1224,Carbohydrate transport and metabolism
b4384,deoD,purine nucleoside phosphorylase,4620883,4621602,+,deoD;deoB;deoA;deoC,720,Nucleotide transport and metabolism
b4385,yjjJ,toxin YjjJ,4621769,4623100,+,yjjJ,1332,No COG Annotation
b4386,lplA,lipoate&mdash;protein ligase A,4623101,4624117,-,lplA;ytjB,1017,Coenzyme transport and metabolism
b4387,ytjB,protein Smp,4624145,4624789,-,lplA;ytjB,645,Function unknown
b4388,serB,PSERPHOSPHA-MONOMER,4624895,4625863,+,serB;radA,969,Amino acid transport and metabolism
b4389,radA,DNA recombination protein,4625912,4627294,+,nadR;radA;serB,1383,"Posttranslational modification, protein turnover, chaperones"
b4390,nadR,DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,4627315,4628547,+,nadR;radA,1233,Transcription
b4391,ettA,energy-dependent translational throttle protein EttA,4628855,4630522,-,ettA,1668,Function unknown
b4392,slt,soluble lytic murein transglycosylase,4630733,4632670,+,slt,1938,Cell wall/membrane/envelope biogenesis
b4393,trpR,DNA-binding transcriptional repressor TrpR,4632760,4633086,+,trpR,327,Transcription
b4394,yjjX,ITPase/XTPase,4633233,4633745,-,yjjX,513,Function unknown
b4395,ytjC,putative phosphatase,4633797,4634444,+,ytjC,648,Carbohydrate transport and metabolism
b4396,rob,DNA-binding transcriptional dual regulator Rob,4634441,4635310,-,rob,870,Transcription
b4397,creA,PF05981 family protein CreA,4635521,4635994,+,creC;creB;creA;creD,474,Function unknown
b4398,creB,"Phosphorylated DNA-binding transcriptional regulator CreB // ""DNA-binding transcriptional regulator CreB""",4636007,4636696,+,creC;creB;creA;creD,690,Signal transduction mechanisms
b4399,creC,sensory histidine kinase CreC,4636696,4638120,+,creC;creB;creA;creD,1425,Signal transduction mechanisms
b4400,creD,putative inner membrane protein,4638178,4639530,+,creD;creA;creB;creC,1353,Defense mechanisms
b4401,arcA,"Phosphorylated DNA-binding transcriptional dual regulator ArcA // ""DNA-binding transcriptional dual regulator ArcA""",4639590,4640306,-,arcA,717,Signal transduction mechanisms
b4402,yjjY,protein YjjY,4640402,4640542,+,yjjY,141,Function unknown
b4403,yjtD,putative rRNA methyltransferase,4640942,4641628,+,yjtD,687,"Translation, ribosomal structure and biogenesis"
b4460,araH,arabinose ABC transporter membrane subunit,1982554,1983540,-,araH;araG;araF,987,Carbohydrate transport and metabolism
b4461,yfjD,putative inner membrane protein,2748774,2750060,+,yfjD,1287,Inorganic ion transport and metabolism
b4462,ygaQ,putative uncharacterized protein YgaQ,2786397,2788649,+,ygaQ,2253,No COG Annotation
b4463,ygcU,putative FAD-containing dehydrogenase,2897964,2899418,-,ygcU,1455,Energy production and conversion
b4464,ghxQ,guanine/hypoxanthine transporter GhxQ,3027121,3028488,+,ghxQ;guaD;xanQ,1368,Function unknown
b4465,yggP,putative zinc-binding dehydrogenase YggP,3076179,3077456,-,cmtB;cmtA;yggP;yggF;fumE;yggC,1278,Amino acid transport and metabolism
b4466,yghJ,putative lipoprotein YghJ,3114550,3119112,-,yghJ,4563,Function unknown
b4468,glcE,"glycolate dehydrogenase, putative FAD-binding subunit",3125470,3126522,-,glcA;glcB;glcG;glcF;glcE;glcD,1053,Energy production and conversion
b4469,ygiQ,radical SAM superfamily protein YgiQ,3158927,3161146,-,ygiQ,2220,Energy production and conversion
b4470,cyuA,putative L-cysteine desulfidase CyuA,3255341,3256651,-,cyuP;cyuA,1311,Function unknown
